Time_lapsed (hr:mm:ss) --> 00:00:02, Epoch: 1, Training loss: 7.1250267
Time_lapsed (hr:mm:ss) --> 04:05:09, Epoch: 796, Training loss: 2.0586839
Time_lapsed (hr:mm:ss) --> 04:05:11, Epoch: 796, Training loss: 2.0279503
Time_lapsed (hr:mm:ss) --> 04:05:13, Epoch: 796, Training loss: 1.8428202
Time_lapsed (hr:mm:ss) --> 04:05:14, Epoch: 796, Training loss: 1.8921411
Time_lapsed (hr:mm:ss) --> 04:05:16, Epoch: 796, Training loss: 1.7436771
Time_lapsed (hr:mm:ss) --> 04:05:18, Epoch: 796, Training loss: 2.1065567
Time_lapsed (hr:mm:ss) --> 04:05:20, Epoch: 796, Training loss: 2.0629652
Time_lapsed (hr:mm:ss) --> 04:05:24, Epoch: 797, Training loss: 1.857796
Time_lapsed (hr:mm:ss) --> 04:05:26, Epoch: 797, Training loss: 2.2728987
Time_lapsed (hr:mm:ss) --> 04:05:27, Epoch: 797, Training loss: 1.9297967
Time_lapsed (hr:mm:ss) --> 04:05:29, Epoch: 797, Training loss: 1.936161
Time_lapsed (hr:mm:ss) --> 04:05:31, Epoch: 797, Training loss: 1.9650128
Time_lapsed (hr:mm:ss) --> 04:05:33, Epoch: 797, Training loss: 2.1660397
Time_lapsed (hr:mm:ss) --> 04:05:35, Epoch: 797, Training loss: 1.7923676
Time_lapsed (hr:mm:ss) --> 04:05:37, Epoch: 797, Training loss: 1.6994545
Time_lapsed (hr:mm:ss) --> 04:05:39, Epoch: 797, Training loss: 2.095303
Time_lapsed (hr:mm:ss) --> 04:05:42, Epoch: 798, Training loss: 2.1286254
Time_lapsed (hr:mm:ss) --> 04:05:44, Epoch: 798, Training loss: 2.223195
Time_lapsed (hr:mm:ss) --> 04:05:46, Epoch: 798, Training loss: 1.8424873
Time_lapsed (hr:mm:ss) --> 04:05:48, Epoch: 798, Training loss: 2.0447416
Time_lapsed (hr:mm:ss) --> 04:05:50, Epoch: 798, Training loss: 2.01361
Time_lapsed (hr:mm:ss) --> 04:05:52, Epoch: 798, Training loss: 1.8699557
Time_lapsed (hr:mm:ss) --> 04:05:53, Epoch: 798, Training loss: 1.8284111
Time_lapsed (hr:mm:ss) --> 04:05:55, Epoch: 798, Training loss: 1.737397
Time_lapsed (hr:mm:ss) --> 04:05:57, Epoch: 798, Training loss: 2.021445
Time_lapsed (hr:mm:ss) --> 04:06:01, Epoch: 799, Training loss: 1.9646786
Time_lapsed (hr:mm:ss) --> 04:06:03, Epoch: 799, Training loss: 2.0582557
Time_lapsed (hr:mm:ss) --> 04:06:05, Epoch: 799, Training loss: 1.7353257
Time_lapsed (hr:mm:ss) --> 04:06:06, Epoch: 799, Training loss: 2.204471
Time_lapsed (hr:mm:ss) --> 04:06:08, Epoch: 799, Training loss: 2.0476313
Time_lapsed (hr:mm:ss) --> 04:06:10, Epoch: 799, Training loss: 1.9202497
Time_lapsed (hr:mm:ss) --> 04:06:12, Epoch: 799, Training loss: 1.7816927
Time_lapsed (hr:mm:ss) --> 04:06:14, Epoch: 799, Training loss: 1.8531474
Time_lapsed (hr:mm:ss) --> 04:06:16, Epoch: 799, Training loss: 1.9609885
Time_lapsed (hr:mm:ss) --> 04:06:19, Epoch: 800, Training loss: 1.7537696
Time_lapsed (hr:mm:ss) --> 04:06:21, Epoch: 800, Training loss: 2.0021098
Time_lapsed (hr:mm:ss) --> 04:06:23, Epoch: 800, Training loss: 1.9867432
Time_lapsed (hr:mm:ss) --> 04:06:25, Epoch: 800, Training loss: 1.9901656
Time_lapsed (hr:mm:ss) --> 04:06:27, Epoch: 800, Training loss: 2.031738
Time_lapsed (hr:mm:ss) --> 04:06:29, Epoch: 800, Training loss: 1.9830804
Time_lapsed (hr:mm:ss) --> 04:06:31, Epoch: 800, Training loss: 1.7315633
Time_lapsed (hr:mm:ss) --> 04:06:32, Epoch: 800, Training loss: 1.828506
Time_lapsed (hr:mm:ss) --> 04:06:34, Epoch: 800, Training loss: 1.8181326
Time_lapsed (hr:mm:ss) --> 04:06:38, Epoch: 801, Training loss: 1.8788819
Time_lapsed (hr:mm:ss) --> 04:06:40, Epoch: 801, Training loss: 2.1054955
Time_lapsed (hr:mm:ss) --> 04:06:42, Epoch: 801, Training loss: 1.9772975
Time_lapsed (hr:mm:ss) --> 04:06:44, Epoch: 801, Training loss: 2.0130591
Time_lapsed (hr:mm:ss) --> 04:06:45, Epoch: 801, Training loss: 1.9937978
Time_lapsed (hr:mm:ss) --> 04:06:47, Epoch: 801, Training loss: 1.922502
Time_lapsed (hr:mm:ss) --> 04:06:49, Epoch: 801, Training loss: 1.6559114
Time_lapsed (hr:mm:ss) --> 04:06:51, Epoch: 801, Training loss: 1.9898121
Time_lapsed (hr:mm:ss) --> 04:06:53, Epoch: 801, Training loss: 2.27562
Time_lapsed (hr:mm:ss) --> 04:06:57, Epoch: 802, Training loss: 1.7401686
Time_lapsed (hr:mm:ss) --> 04:06:58, Epoch: 802, Training loss: 2.522908
Time_lapsed (hr:mm:ss) --> 04:07:00, Epoch: 802, Training loss: 1.8896112
Time_lapsed (hr:mm:ss) --> 04:07:02, Epoch: 802, Training loss: 2.2086978
Time_lapsed (hr:mm:ss) --> 04:07:04, Epoch: 802, Training loss: 2.0614011
Time_lapsed (hr:mm:ss) --> 04:07:06, Epoch: 802, Training loss: 2.0531023
Time_lapsed (hr:mm:ss) --> 04:07:08, Epoch: 802, Training loss: 1.7606044
Time_lapsed (hr:mm:ss) --> 04:07:10, Epoch: 802, Training loss: 2.033144
Time_lapsed (hr:mm:ss) --> 04:07:11, Epoch: 802, Training loss: 2.1220722
Time_lapsed (hr:mm:ss) --> 04:07:15, Epoch: 803, Training loss: 1.7584811
Time_lapsed (hr:mm:ss) --> 04:07:17, Epoch: 803, Training loss: 2.5155501
Time_lapsed (hr:mm:ss) --> 04:07:19, Epoch: 803, Training loss: 1.9964895
Time_lapsed (hr:mm:ss) --> 04:07:21, Epoch: 803, Training loss: 1.9469354
Time_lapsed (hr:mm:ss) --> 04:07:23, Epoch: 803, Training loss: 2.061164
Time_lapsed (hr:mm:ss) --> 04:07:24, Epoch: 803, Training loss: 1.8107314
Time_lapsed (hr:mm:ss) --> 04:07:26, Epoch: 803, Training loss: 1.7101686
Time_lapsed (hr:mm:ss) --> 04:07:28, Epoch: 803, Training loss: 1.8246821
Time_lapsed (hr:mm:ss) --> 04:07:30, Epoch: 803, Training loss: 2.0020077
Time_lapsed (hr:mm:ss) --> 04:07:34, Epoch: 804, Training loss: 1.9321079
Time_lapsed (hr:mm:ss) --> 04:07:36, Epoch: 804, Training loss: 2.2981758
Time_lapsed (hr:mm:ss) --> 04:07:37, Epoch: 804, Training loss: 1.6380293
Time_lapsed (hr:mm:ss) --> 04:07:39, Epoch: 804, Training loss: 2.2602096
Time_lapsed (hr:mm:ss) --> 04:07:41, Epoch: 804, Training loss: 2.3136363
Time_lapsed (hr:mm:ss) --> 04:07:43, Epoch: 804, Training loss: 1.8415073
Time_lapsed (hr:mm:ss) --> 04:07:45, Epoch: 804, Training loss: 1.9197357
Time_lapsed (hr:mm:ss) --> 04:07:47, Epoch: 804, Training loss: 1.781773
Time_lapsed (hr:mm:ss) --> 04:07:49, Epoch: 804, Training loss: 1.9417087
Time_lapsed (hr:mm:ss) --> 04:07:52, Epoch: 805, Training loss: 1.9211705
Time_lapsed (hr:mm:ss) --> 04:07:54, Epoch: 805, Training loss: 2.1934412
Time_lapsed (hr:mm:ss) --> 04:07:56, Epoch: 805, Training loss: 1.7886462
Time_lapsed (hr:mm:ss) --> 04:07:58, Epoch: 805, Training loss: 1.7847683
Time_lapsed (hr:mm:ss) --> 04:08:00, Epoch: 805, Training loss: 2.0638363
Time_lapsed (hr:mm:ss) --> 04:08:02, Epoch: 805, Training loss: 1.7451774
Time_lapsed (hr:mm:ss) --> 04:08:03, Epoch: 805, Training loss: 1.754156
Time_lapsed (hr:mm:ss) --> 04:08:05, Epoch: 805, Training loss: 1.8698826
Time_lapsed (hr:mm:ss) --> 04:08:07, Epoch: 805, Training loss: 1.918565
Time_lapsed (hr:mm:ss) --> 04:08:11, Epoch: 806, Training loss: 1.8243914
Time_lapsed (hr:mm:ss) --> 04:08:13, Epoch: 806, Training loss: 2.5843012
Time_lapsed (hr:mm:ss) --> 04:08:15, Epoch: 806, Training loss: 1.9090024
Time_lapsed (hr:mm:ss) --> 04:08:17, Epoch: 806, Training loss: 1.8442562
Time_lapsed (hr:mm:ss) --> 04:08:18, Epoch: 806, Training loss: 1.9169049
Time_lapsed (hr:mm:ss) --> 04:08:20, Epoch: 806, Training loss: 1.8965704
Time_lapsed (hr:mm:ss) --> 04:08:22, Epoch: 806, Training loss: 1.7630848
Time_lapsed (hr:mm:ss) --> 04:08:24, Epoch: 806, Training loss: 1.9370475
Time_lapsed (hr:mm:ss) --> 04:08:26, Epoch: 806, Training loss: 2.080078
Time_lapsed (hr:mm:ss) --> 04:08:29, Epoch: 807, Training loss: 1.7968165
Time_lapsed (hr:mm:ss) --> 04:08:31, Epoch: 807, Training loss: 2.27478
Time_lapsed (hr:mm:ss) --> 04:08:33, Epoch: 807, Training loss: 1.9063725
Time_lapsed (hr:mm:ss) --> 04:08:35, Epoch: 807, Training loss: 2.1864035
Time_lapsed (hr:mm:ss) --> 04:08:37, Epoch: 807, Training loss: 1.9656535
Time_lapsed (hr:mm:ss) --> 04:08:39, Epoch: 807, Training loss: 1.923455
Time_lapsed (hr:mm:ss) --> 04:08:41, Epoch: 807, Training loss: 1.7387319
Time_lapsed (hr:mm:ss) --> 04:08:42, Epoch: 807, Training loss: 1.9966856
Time_lapsed (hr:mm:ss) --> 04:08:44, Epoch: 807, Training loss: 2.0708973
Time_lapsed (hr:mm:ss) --> 04:08:48, Epoch: 808, Training loss: 1.7779744
Time_lapsed (hr:mm:ss) --> 04:08:50, Epoch: 808, Training loss: 2.1649575
Time_lapsed (hr:mm:ss) --> 04:08:52, Epoch: 808, Training loss: 1.6424319
Time_lapsed (hr:mm:ss) --> 04:08:54, Epoch: 808, Training loss: 1.7020174
Time_lapsed (hr:mm:ss) --> 04:08:56, Epoch: 808, Training loss: 1.8823925
Time_lapsed (hr:mm:ss) --> 04:08:57, Epoch: 808, Training loss: 1.903264
Time_lapsed (hr:mm:ss) --> 04:08:59, Epoch: 808, Training loss: 1.5985283
Time_lapsed (hr:mm:ss) --> 04:09:01, Epoch: 808, Training loss: 1.6939385
Time_lapsed (hr:mm:ss) --> 04:09:03, Epoch: 808, Training loss: 2.055125
Time_lapsed (hr:mm:ss) --> 04:09:07, Epoch: 809, Training loss: 1.8833086
Time_lapsed (hr:mm:ss) --> 04:09:08, Epoch: 809, Training loss: 2.2266598
Time_lapsed (hr:mm:ss) --> 04:09:10, Epoch: 809, Training loss: 2.0323756
Time_lapsed (hr:mm:ss) --> 04:09:12, Epoch: 809, Training loss: 1.9029644
Time_lapsed (hr:mm:ss) --> 04:09:14, Epoch: 809, Training loss: 1.7662104
Time_lapsed (hr:mm:ss) --> 04:09:16, Epoch: 809, Training loss: 1.8974602
Time_lapsed (hr:mm:ss) --> 04:09:18, Epoch: 809, Training loss: 1.9307985
Time_lapsed (hr:mm:ss) --> 04:09:20, Epoch: 809, Training loss: 1.8360908
Time_lapsed (hr:mm:ss) --> 04:09:21, Epoch: 809, Training loss: 2.0101712
Time_lapsed (hr:mm:ss) --> 04:09:25, Epoch: 810, Training loss: 1.8552846
Time_lapsed (hr:mm:ss) --> 04:09:27, Epoch: 810, Training loss: 2.4109344
Time_lapsed (hr:mm:ss) --> 04:09:29, Epoch: 810, Training loss: 1.912988
Time_lapsed (hr:mm:ss) --> 04:09:31, Epoch: 810, Training loss: 2.092709
Time_lapsed (hr:mm:ss) --> 04:09:33, Epoch: 810, Training loss: 2.0325756
Time_lapsed (hr:mm:ss) --> 04:09:34, Epoch: 810, Training loss: 2.1297023
Time_lapsed (hr:mm:ss) --> 04:09:36, Epoch: 810, Training loss: 1.7825406
Time_lapsed (hr:mm:ss) --> 04:09:38, Epoch: 810, Training loss: 1.9654715
Time_lapsed (hr:mm:ss) --> 04:09:40, Epoch: 810, Training loss: 2.2852144
Time_lapsed (hr:mm:ss) --> 04:09:44, Epoch: 811, Training loss: 1.9820752
Time_lapsed (hr:mm:ss) --> 04:09:46, Epoch: 811, Training loss: 2.308764
Time_lapsed (hr:mm:ss) --> 04:09:47, Epoch: 811, Training loss: 1.7908379
Time_lapsed (hr:mm:ss) --> 04:09:49, Epoch: 811, Training loss: 2.095384
Time_lapsed (hr:mm:ss) --> 04:09:51, Epoch: 811, Training loss: 1.9295167
Time_lapsed (hr:mm:ss) --> 04:09:53, Epoch: 811, Training loss: 1.95625
Time_lapsed (hr:mm:ss) --> 04:09:55, Epoch: 811, Training loss: 1.7819457
Time_lapsed (hr:mm:ss) --> 04:09:57, Epoch: 811, Training loss: 1.7939129
Time_lapsed (hr:mm:ss) --> 04:09:58, Epoch: 811, Training loss: 1.9212998
Time_lapsed (hr:mm:ss) --> 04:10:02, Epoch: 812, Training loss: 1.9490643
Time_lapsed (hr:mm:ss) --> 04:10:04, Epoch: 812, Training loss: 2.1465497
Time_lapsed (hr:mm:ss) --> 04:10:06, Epoch: 812, Training loss: 1.8098943
Time_lapsed (hr:mm:ss) --> 04:10:08, Epoch: 812, Training loss: 2.1081014
Time_lapsed (hr:mm:ss) --> 04:10:10, Epoch: 812, Training loss: 2.043354
Time_lapsed (hr:mm:ss) --> 04:10:12, Epoch: 812, Training loss: 1.8453013
Time_lapsed (hr:mm:ss) --> 04:10:13, Epoch: 812, Training loss: 1.6645505
Time_lapsed (hr:mm:ss) --> 04:10:15, Epoch: 812, Training loss: 2.0140457
Time_lapsed (hr:mm:ss) --> 04:10:17, Epoch: 812, Training loss: 2.3623905
Time_lapsed (hr:mm:ss) --> 04:10:21, Epoch: 813, Training loss: 1.7081345
Time_lapsed (hr:mm:ss) --> 04:10:23, Epoch: 813, Training loss: 2.1398945
Time_lapsed (hr:mm:ss) --> 04:10:25, Epoch: 813, Training loss: 2.0347862
Time_lapsed (hr:mm:ss) --> 04:10:26, Epoch: 813, Training loss: 2.092424
Time_lapsed (hr:mm:ss) --> 04:10:28, Epoch: 813, Training loss: 2.0744183
Time_lapsed (hr:mm:ss) --> 04:10:30, Epoch: 813, Training loss: 1.7932104
Time_lapsed (hr:mm:ss) --> 04:10:32, Epoch: 813, Training loss: 1.710885
Time_lapsed (hr:mm:ss) --> 04:10:34, Epoch: 813, Training loss: 2.0021749
Time_lapsed (hr:mm:ss) --> 04:10:36, Epoch: 813, Training loss: 2.2304869
Time_lapsed (hr:mm:ss) --> 04:10:39, Epoch: 814, Training loss: 1.7738175
Time_lapsed (hr:mm:ss) --> 04:10:41, Epoch: 814, Training loss: 2.1974316
Time_lapsed (hr:mm:ss) --> 04:10:43, Epoch: 814, Training loss: 1.8443402
Time_lapsed (hr:mm:ss) --> 04:10:45, Epoch: 814, Training loss: 2.0178976
Time_lapsed (hr:mm:ss) --> 04:10:47, Epoch: 814, Training loss: 2.0250812
Time_lapsed (hr:mm:ss) --> 04:10:49, Epoch: 814, Training loss: 1.9634936
Time_lapsed (hr:mm:ss) --> 04:10:51, Epoch: 814, Training loss: 1.7535298
Time_lapsed (hr:mm:ss) --> 04:10:52, Epoch: 814, Training loss: 2.0357497
Time_lapsed (hr:mm:ss) --> 04:10:54, Epoch: 814, Training loss: 2.0309331
Time_lapsed (hr:mm:ss) --> 04:10:58, Epoch: 815, Training loss: 1.9616783
Time_lapsed (hr:mm:ss) --> 04:11:00, Epoch: 815, Training loss: 2.1844845
Time_lapsed (hr:mm:ss) --> 04:11:02, Epoch: 815, Training loss: 1.953775
Time_lapsed (hr:mm:ss) --> 04:11:04, Epoch: 815, Training loss: 1.9714766
Time_lapsed (hr:mm:ss) --> 04:11:05, Epoch: 815, Training loss: 2.069029
Time_lapsed (hr:mm:ss) --> 04:11:07, Epoch: 815, Training loss: 1.946092
Time_lapsed (hr:mm:ss) --> 04:11:09, Epoch: 815, Training loss: 1.8259404
Time_lapsed (hr:mm:ss) --> 04:11:11, Epoch: 815, Training loss: 1.9772215
Time_lapsed (hr:mm:ss) --> 04:11:13, Epoch: 815, Training loss: 1.8222132
Time_lapsed (hr:mm:ss) --> 04:11:17, Epoch: 816, Training loss: 1.8826703
Time_lapsed (hr:mm:ss) --> 04:11:18, Epoch: 816, Training loss: 2.365047
Time_lapsed (hr:mm:ss) --> 04:11:20, Epoch: 816, Training loss: 1.7814815
Time_lapsed (hr:mm:ss) --> 04:11:22, Epoch: 816, Training loss: 2.0129771
Time_lapsed (hr:mm:ss) --> 04:11:24, Epoch: 816, Training loss: 1.7532004
Time_lapsed (hr:mm:ss) --> 04:11:26, Epoch: 816, Training loss: 1.9893
Time_lapsed (hr:mm:ss) --> 04:11:28, Epoch: 816, Training loss: 1.8022618
Time_lapsed (hr:mm:ss) --> 04:11:30, Epoch: 816, Training loss: 1.8266962
Time_lapsed (hr:mm:ss) --> 04:11:31, Epoch: 816, Training loss: 2.0893695
Time_lapsed (hr:mm:ss) --> 04:11:35, Epoch: 817, Training loss: 1.847683
Time_lapsed (hr:mm:ss) --> 04:11:37, Epoch: 817, Training loss: 2.3756042
Time_lapsed (hr:mm:ss) --> 04:11:39, Epoch: 817, Training loss: 1.9562777
Time_lapsed (hr:mm:ss) --> 04:11:41, Epoch: 817, Training loss: 1.8385034
Time_lapsed (hr:mm:ss) --> 04:11:43, Epoch: 817, Training loss: 2.063861
Time_lapsed (hr:mm:ss) --> 04:11:45, Epoch: 817, Training loss: 1.8127122
Time_lapsed (hr:mm:ss) --> 04:11:46, Epoch: 817, Training loss: 1.870555
Time_lapsed (hr:mm:ss) --> 04:11:48, Epoch: 817, Training loss: 1.8002441
Time_lapsed (hr:mm:ss) --> 04:11:50, Epoch: 817, Training loss: 2.181005
Time_lapsed (hr:mm:ss) --> 04:11:54, Epoch: 818, Training loss: 1.9952145
Time_lapsed (hr:mm:ss) --> 04:11:56, Epoch: 818, Training loss: 2.186454
Time_lapsed (hr:mm:ss) --> 04:11:57, Epoch: 818, Training loss: 1.9310538
Time_lapsed (hr:mm:ss) --> 04:11:59, Epoch: 818, Training loss: 1.8401881
Time_lapsed (hr:mm:ss) --> 04:12:01, Epoch: 818, Training loss: 1.8395767
Time_lapsed (hr:mm:ss) --> 04:12:03, Epoch: 818, Training loss: 2.0421724
Time_lapsed (hr:mm:ss) --> 04:12:05, Epoch: 818, Training loss: 1.5672956
Time_lapsed (hr:mm:ss) --> 04:12:07, Epoch: 818, Training loss: 1.8395743
Time_lapsed (hr:mm:ss) --> 04:12:09, Epoch: 818, Training loss: 1.9918556
Time_lapsed (hr:mm:ss) --> 04:12:12, Epoch: 819, Training loss: 1.8711334
Time_lapsed (hr:mm:ss) --> 04:12:14, Epoch: 819, Training loss: 2.0822537
Time_lapsed (hr:mm:ss) --> 04:12:16, Epoch: 819, Training loss: 1.8022069
Time_lapsed (hr:mm:ss) --> 04:12:18, Epoch: 819, Training loss: 2.0858908
Time_lapsed (hr:mm:ss) --> 04:12:20, Epoch: 819, Training loss: 2.078124
Time_lapsed (hr:mm:ss) --> 04:12:22, Epoch: 819, Training loss: 1.9505562
Time_lapsed (hr:mm:ss) --> 04:12:23, Epoch: 819, Training loss: 1.6059924
Time_lapsed (hr:mm:ss) --> 04:12:25, Epoch: 819, Training loss: 1.8089148
Time_lapsed (hr:mm:ss) --> 04:12:27, Epoch: 819, Training loss: 1.8618295
Time_lapsed (hr:mm:ss) --> 04:12:31, Epoch: 820, Training loss: 1.7808352
Time_lapsed (hr:mm:ss) --> 04:12:33, Epoch: 820, Training loss: 2.220128
Time_lapsed (hr:mm:ss) --> 04:12:34, Epoch: 820, Training loss: 1.8159628
Time_lapsed (hr:mm:ss) --> 04:12:36, Epoch: 820, Training loss: 1.9715366
Time_lapsed (hr:mm:ss) --> 04:12:38, Epoch: 820, Training loss: 1.9919329
Time_lapsed (hr:mm:ss) --> 04:12:40, Epoch: 820, Training loss: 1.849497
Time_lapsed (hr:mm:ss) --> 04:12:42, Epoch: 820, Training loss: 1.7024522
Time_lapsed (hr:mm:ss) --> 04:12:44, Epoch: 820, Training loss: 1.9334172
Time_lapsed (hr:mm:ss) --> 04:12:46, Epoch: 820, Training loss: 1.8855699
Time_lapsed (hr:mm:ss) --> 04:12:49, Epoch: 821, Training loss: 1.8433981
Time_lapsed (hr:mm:ss) --> 04:12:51, Epoch: 821, Training loss: 2.134828
Time_lapsed (hr:mm:ss) --> 04:12:53, Epoch: 821, Training loss: 1.5907477
Time_lapsed (hr:mm:ss) --> 04:12:55, Epoch: 821, Training loss: 1.8854508
Time_lapsed (hr:mm:ss) --> 04:12:57, Epoch: 821, Training loss: 2.0284076
Time_lapsed (hr:mm:ss) --> 04:12:59, Epoch: 821, Training loss: 2.1777606
Time_lapsed (hr:mm:ss) --> 04:13:00, Epoch: 821, Training loss: 1.5708791
Time_lapsed (hr:mm:ss) --> 04:13:02, Epoch: 821, Training loss: 1.8579849
Time_lapsed (hr:mm:ss) --> 04:13:04, Epoch: 821, Training loss: 1.8662293
Time_lapsed (hr:mm:ss) --> 04:13:08, Epoch: 822, Training loss: 1.7674501
Time_lapsed (hr:mm:ss) --> 04:13:10, Epoch: 822, Training loss: 2.3724663
Time_lapsed (hr:mm:ss) --> 04:13:12, Epoch: 822, Training loss: 1.821805
Time_lapsed (hr:mm:ss) --> 04:13:14, Epoch: 822, Training loss: 1.7641653
Time_lapsed (hr:mm:ss) --> 04:13:15, Epoch: 822, Training loss: 1.8330982
Time_lapsed (hr:mm:ss) --> 04:13:17, Epoch: 822, Training loss: 1.8268406
Time_lapsed (hr:mm:ss) --> 04:13:19, Epoch: 822, Training loss: 1.6083579
Time_lapsed (hr:mm:ss) --> 04:13:21, Epoch: 822, Training loss: 1.8398871
Time_lapsed (hr:mm:ss) --> 04:13:23, Epoch: 822, Training loss: 1.9912862
Time_lapsed (hr:mm:ss) --> 04:13:26, Epoch: 823, Training loss: 1.7449094
Time_lapsed (hr:mm:ss) --> 04:13:28, Epoch: 823, Training loss: 2.3216858
Time_lapsed (hr:mm:ss) --> 04:13:30, Epoch: 823, Training loss: 1.8517747
Time_lapsed (hr:mm:ss) --> 04:13:32, Epoch: 823, Training loss: 1.9874184
Time_lapsed (hr:mm:ss) --> 04:13:34, Epoch: 823, Training loss: 1.9808543
Time_lapsed (hr:mm:ss) --> 04:13:36, Epoch: 823, Training loss: 1.7176741
Time_lapsed (hr:mm:ss) --> 04:13:37, Epoch: 823, Training loss: 1.7434819
Time_lapsed (hr:mm:ss) --> 04:13:39, Epoch: 823, Training loss: 1.8030943
Time_lapsed (hr:mm:ss) --> 04:13:41, Epoch: 823, Training loss: 2.314786
Time_lapsed (hr:mm:ss) --> 04:13:45, Epoch: 824, Training loss: 2.0202303
Time_lapsed (hr:mm:ss) --> 04:13:47, Epoch: 824, Training loss: 2.297534
Time_lapsed (hr:mm:ss) --> 04:13:49, Epoch: 824, Training loss: 1.9060291
Time_lapsed (hr:mm:ss) --> 04:13:51, Epoch: 824, Training loss: 2.230945
Time_lapsed (hr:mm:ss) --> 04:13:52, Epoch: 824, Training loss: 2.0133336
Time_lapsed (hr:mm:ss) --> 04:13:54, Epoch: 824, Training loss: 1.8593551
Time_lapsed (hr:mm:ss) --> 04:13:56, Epoch: 824, Training loss: 1.7431695
Time_lapsed (hr:mm:ss) --> 04:13:58, Epoch: 824, Training loss: 1.872619
Time_lapsed (hr:mm:ss) --> 04:14:00, Epoch: 824, Training loss: 2.2262785
Time_lapsed (hr:mm:ss) --> 04:14:03, Epoch: 825, Training loss: 1.9271015
Time_lapsed (hr:mm:ss) --> 04:14:05, Epoch: 825, Training loss: 2.4281878
Time_lapsed (hr:mm:ss) --> 04:14:07, Epoch: 825, Training loss: 1.8277407
Time_lapsed (hr:mm:ss) --> 04:14:09, Epoch: 825, Training loss: 2.127101
Time_lapsed (hr:mm:ss) --> 04:14:11, Epoch: 825, Training loss: 1.9633334
Time_lapsed (hr:mm:ss) --> 04:14:13, Epoch: 825, Training loss: 2.0128436
Time_lapsed (hr:mm:ss) --> 04:14:15, Epoch: 825, Training loss: 1.7440858
Time_lapsed (hr:mm:ss) --> 04:14:16, Epoch: 825, Training loss: 1.9894233
Time_lapsed (hr:mm:ss) --> 04:14:18, Epoch: 825, Training loss: 2.0032458
Time_lapsed (hr:mm:ss) --> 04:14:22, Epoch: 826, Training loss: 1.990058
Time_lapsed (hr:mm:ss) --> 04:14:24, Epoch: 826, Training loss: 2.427867
Time_lapsed (hr:mm:ss) --> 04:14:26, Epoch: 826, Training loss: 1.9357724
Time_lapsed (hr:mm:ss) --> 04:14:28, Epoch: 826, Training loss: 2.0151691
Time_lapsed (hr:mm:ss) --> 04:14:30, Epoch: 826, Training loss: 1.9509321
Time_lapsed (hr:mm:ss) --> 04:14:31, Epoch: 826, Training loss: 1.8409096
Time_lapsed (hr:mm:ss) --> 04:14:33, Epoch: 826, Training loss: 1.6524024
Time_lapsed (hr:mm:ss) --> 04:14:35, Epoch: 826, Training loss: 1.9343703
Time_lapsed (hr:mm:ss) --> 04:14:37, Epoch: 826, Training loss: 1.9223783
Time_lapsed (hr:mm:ss) --> 04:14:41, Epoch: 827, Training loss: 1.9859201
Time_lapsed (hr:mm:ss) --> 04:14:43, Epoch: 827, Training loss: 2.2027287
Time_lapsed (hr:mm:ss) --> 04:14:44, Epoch: 827, Training loss: 1.8985853
Time_lapsed (hr:mm:ss) --> 04:14:46, Epoch: 827, Training loss: 1.9907472
Time_lapsed (hr:mm:ss) --> 04:14:48, Epoch: 827, Training loss: 1.7941954
Time_lapsed (hr:mm:ss) --> 04:14:50, Epoch: 827, Training loss: 2.022347
Time_lapsed (hr:mm:ss) --> 04:14:52, Epoch: 827, Training loss: 1.6962337
Time_lapsed (hr:mm:ss) --> 04:14:54, Epoch: 827, Training loss: 1.9584982
Time_lapsed (hr:mm:ss) --> 04:14:56, Epoch: 827, Training loss: 1.9613814
Time_lapsed (hr:mm:ss) --> 04:14:59, Epoch: 828, Training loss: 1.9225941
Time_lapsed (hr:mm:ss) --> 04:15:01, Epoch: 828, Training loss: 2.1592553
Time_lapsed (hr:mm:ss) --> 04:15:03, Epoch: 828, Training loss: 1.8998708
Time_lapsed (hr:mm:ss) --> 04:15:05, Epoch: 828, Training loss: 1.7725899
Time_lapsed (hr:mm:ss) --> 04:15:07, Epoch: 828, Training loss: 1.9475579
Time_lapsed (hr:mm:ss) --> 04:15:09, Epoch: 828, Training loss: 1.875092
Time_lapsed (hr:mm:ss) --> 04:15:10, Epoch: 828, Training loss: 1.7715486
Time_lapsed (hr:mm:ss) --> 04:15:12, Epoch: 828, Training loss: 1.750495
Time_lapsed (hr:mm:ss) --> 04:15:14, Epoch: 828, Training loss: 1.8539262
Time_lapsed (hr:mm:ss) --> 04:15:18, Epoch: 829, Training loss: 1.826425
Time_lapsed (hr:mm:ss) --> 04:15:20, Epoch: 829, Training loss: 2.4446297
Time_lapsed (hr:mm:ss) --> 04:15:22, Epoch: 829, Training loss: 1.8325319
Time_lapsed (hr:mm:ss) --> 04:15:24, Epoch: 829, Training loss: 1.9709383
Time_lapsed (hr:mm:ss) --> 04:15:25, Epoch: 829, Training loss: 2.061006
Time_lapsed (hr:mm:ss) --> 04:15:27, Epoch: 829, Training loss: 2.028927
Time_lapsed (hr:mm:ss) --> 04:15:29, Epoch: 829, Training loss: 1.6537359
Time_lapsed (hr:mm:ss) --> 04:15:31, Epoch: 829, Training loss: 1.9213732
Time_lapsed (hr:mm:ss) --> 04:15:33, Epoch: 829, Training loss: 2.0004685
